shooting_type,age_group,race,sex,lat,lng
lethal,20,POC,Male,33.9897,-118.2871
lethal,35,POC,Male,33.9745,-118.3318
lethal,30,POC,Male,33.9798,-118.2918
nonlethal,30,POC,Male,33.995,-118.3307
lethal,30,POC,Male,33.9931,-118.3282
nonlethal,10,POC,Male,33.9618,-118.3046
lethal,35,POC,Male,33.9473,-118.2673
nonlethal,45,POC,Male,33.9475,-118.263
lethal,25,POC,Male,34.2792,-118.4084
nonlethal,30,POC,Male,33.9824,-118.2789
nonlethal,35,POC,Female,33.9858,-118.2739
nonlethal,30,POC,Male,33.961,-118.2717
nonlethal,18,POC,Male,33.9665,-118.2695
nonlethal,45,POC,Male,34.0037,-118.427
nonlethal,25,POC,Male,33.9543,-118.3003
nonlethal,25,POC,Male,33.96,-118.3151
nonlethal,25,POC,Male,33.9916,-118.2579
nonlethal,45,POC,Male,33.9933,-118.2783
nonlethal,30,POC,Male,34.0027,-118.2441
lethal,20,POC,Male,33.9941,-118.2915
nonlethal,15,POC,Male,33.9886,-118.3307
nonlethal,25,POC,Male,33.9608,-118.2827
nonlethal,20,POC,Male,34.0019,-118.3113
nonlethal,20,POC,Male,34.0016,-118.242
nonlethal,30,POC,Male,33.9539,-118.309
nonlethal,30,POC,Female,34.0289,-118.2686
nonlethal,30,POC,Male,34.2121,-118.3965
nonlethal,25,POC,Male,33.9818,-118.4682
nonlethal,20,POC,Male,33.9618,-118.2917
nonlethal,45,POC,Male,33.9966,-118.2652
lethal,25,POC,Female,33.96,-118.3046
nonlethal,35,POC,Male,33.9655,-118.2889
nonlethal,45,POC,Male,34.271,-118.3973
nonlethal,25,POC,Female,33.9921,-118.3108
nonlethal,30,POC,Male,33.995,-118.3166
lethal,18,POC,Male,33.993,-118.2382
nonlethal,25,POC,Male,33.9851,-118.2783
lethal,45,POC,Male,33.9951,-118.3171
nonlethal,20,POC,Male,33.9747,-118.2827
nonlethal,10,POC,Male,33.9622,-118.2834
nonlethal,30,POC,Male,33.9718,-118.2757
nonlethal,35,POC,Male,34.244,-118.5583
nonlethal,25,POC,Male,33.9624,-118.2907
nonlethal,25,POC,Female,33.9931,-118.3309
lethal,45,POC,Male,33.9966,-118.2701
nonlethal,25,POC,Male,34.0154,-118.2629
nonlethal,25,POC,Male,34.0109,-118.2449
lethal,18,POC,Male,34.2482,-118.5886
lethal,55,POC,Male,33.97,-118.309
nonlethal,20,POC,Female,33.9661,-118.2849
nonlethal,25,POC,Female,33.9374,-118.2739
lethal,65,White,Male,34.145,-118.3706
nonlethal,45,POC,Male,33.9545,-118.309
nonlethal,25,POC,Female,33.9487,-118.3068
nonlethal,25,POC,Female,34.0231,-118.2499
nonlethal,20,POC,Male,34.1867,-118.3703
nonlethal,20,POC,Male,33.9783,-118.2838
lethal,20,POC,Female,33.9624,-118.2907
nonlethal,35,POC,Male,34.093,-118.2823
nonlethal,25,POC,Male,34.1401,-118.3668
nonlethal,35,POC,Female,33.9348,-118.2652
nonlethal,18,POC,Male,33.9729,-118.4595
nonlethal,35,POC,Male,33.965,-118.2783
nonlethal,25,POC,Male,33.9964,-118.2882
nonlethal,15,POC,Male,34.2336,-118.5492
nonlethal,20,POC,Male,33.991,-118.3113
nonlethal,35,POC,Male,33.9844,-118.3177
nonlethal,25,POC,Male,34.3074,-118.5053
nonlethal,20,POC,Male,33.9899,-118.3002
nonlethal,20,POC,Male,34.0401,-118.2459
nonlethal,15,POC,Male,33.9611,-118.2871
nonlethal,30,POC,Male,34.0147,-118.2445
lethal,45,POC,Male,34.1325,-118.3974
nonlethal,35,POC,Male,33.9902,-118.2547
nonlethal,30,POC,Male,33.9564,-118.3079
nonlethal,20,POC,Male,33.9618,-118.294
nonlethal,25,POC,Male,34.0146,-118.2681
nonlethal,65,White,Male,34.2757,-118.5144
lethal,75,POC,Female,34.0006,-118.2871
lethal,35,POC,Male,34.2649,-118.4238
nonlethal,45,POC,Female,33.989,-118.3352
lethal,25,POC,Male,34.2487,-118.4098
nonlethal,20,POC,Female,33.9473,-118.2652
lethal,35,POC,Male,33.9727,-118.2783
nonlethal,35,POC,Female,33.9842,-118.2718
nonlethal,25,POC,Female,33.9824,-118.2783
nonlethal,20,POC,Male,33.9407,-118.2911
nonlethal,45,POC,Male,34.0003,-118.2565
nonlethal,35,POC,Male,33.9601,-118.2782
lethal,55,POC,Male,33.9727,-118.285
nonlethal,20,POC,Male,34.0006,-118.2948
nonlethal,25,POC,Female,33.977,-118.3046
lethal,25,White,Male,34.1649,-118.378
nonlethal,30,White,Male,34.265,-118.333
nonlethal,30,POC,Male,33.9746,-118.3078
nonlethal,20,POC,Male,33.9863,-118.3378
nonlethal,10,POC,Male,34.0065,-118.2775
nonlethal,25,POC,Female,34.0248,-118.2442
nonlethal,20,POC,Male,33.9781,-118.3338
lethal,45,POC,Male,34.0387,-118.2439
nonlethal,20,POC,Male,33.9921,-118.2547
nonlethal,20,POC,Male,34.2094,-118.3681
nonlethal,25,POC,Male,33.9806,-118.2696
nonlethal,20,POC,Male,33.9636,-118.3112
nonlethal,18,POC,Male,33.9819,-118.309
nonlethal,30,POC,Male,33.9611,-118.2827
nonlethal,30,POC,Male,33.9512,-118.3134
nonlethal,25,White,Male,34.272,-118.5298
nonlethal,30,POC,Male,33.9785,-118.309
nonlethal,35,POC,Male,33.9636,-118.3112
nonlethal,18,POC,Male,34.0238,-118.2693
nonlethal,45,POC,Male,33.9438,-118.265
nonlethal,30,POC,Male,33.9415,-118.2462
nonlethal,25,POC,Male,33.977,-118.2652
nonlethal,30,POC,Male,33.9731,-118.3304
nonlethal,20,POC,Male,33.9875,-118.287
nonlethal,20,White,Male,34.0046,-118.4293
lethal,55,POC,Male,33.9564,-118.3079
nonlethal,45,POC,Male,33.9564,-118.3079
nonlethal,20,POC,Female,34.0102,-118.2451
lethal,25,POC,Male,33.9881,-118.3309
nonlethal,25,POC,Male,34.2754,-118.3904
lethal,30,POC,Male,33.9942,-118.274
lethal,25,POC,Male,34.0258,-118.2708
nonlethal,45,POC,Male,33.9708,-118.2761
nonlethal,20,POC,Male,33.9679,-118.2714
nonlethal,35,POC,Male,33.9632,-118.2739
nonlethal,45,POC,Male,33.9688,-118.2724
nonlethal,25,POC,Male,33.9931,-118.3282
nonlethal,35,White,Male,34.2724,-118.3243
nonlethal,35,POC,Male,34.0101,-118.278
nonlethal,25,POC,Male,33.9923,-118.2915
nonlethal,55,POC,Male,33.9921,-118.3108
nonlethal,20,POC,Male,33.9798,-118.4641
nonlethal,25,POC,Male,33.9712,-118.2608
nonlethal,35,POC,Male,33.9725,-118.2827
nonlethal,20,POC,Male,33.9953,-118.2871
nonlethal,25,POC,Male,33.9332,-118.2463
nonlethal,30,POC,Male,34.0257,-118.2402
nonlethal,35,POC,Male,33.9711,-118.2629
lethal,20,POC,Male,34.1826,-118.3916
nonlethal,25,POC,Male,34.0982,-118.2898
nonlethal,30,POC,Male,34.0378,-118.2483
nonlethal,15,POC,Male,34.2178,-118.373
nonlethal,20,POC,Female,33.9661,-118.2849
nonlethal,30,POC,Male,33.9957,-118.2871
nonlethal,30,POC,Male,33.9619,-118.2717
nonlethal,25,POC,Female,34.2562,-118.3588
lethal,30,POC,Male,34.0168,-118.2558
lethal,18,POC,Male,33.964,-118.2739
nonlethal,20,POC,Male,33.9784,-118.263
lethal,35,POC,Male,33.977,-118.3068
nonlethal,18,POC,Male,33.9618,-118.3068
nonlethal,20,POC,Male,33.9718,-118.2757
nonlethal,20,POC,Male,33.949,-118.3744
nonlethal,25,POC,Male,33.9781,-118.3338
nonlethal,20,POC,Male,33.9401,-118.2819
nonlethal,35,POC,Male,34.2733,-118.4358
nonlethal,35,POC,Male,33.9664,-118.3025
nonlethal,25,POC,Male,33.9857,-118.2628
nonlethal,25,POC,Male,34.2037,-118.4094
nonlethal,18,POC,Male,34.2348,-118.395
nonlethal,35,POC,Male,33.977,-118.2696
nonlethal,35,POC,Male,34.271,-118.3973
nonlethal,15,POC,Male,33.9874,-118.2859
nonlethal,25,POC,Female,33.9398,-118.2611
nonlethal,25,POC,Male,33.9969,-118.3002
nonlethal,25,POC,Male,34.0039,-118.2652
nonlethal,30,POC,Male,33.9911,-118.2564
nonlethal,25,POC,Male,33.9745,-118.3341
lethal,25,POC,Male,34.2808,-118.4221
nonlethal,25,POC,Male,33.9247,-118.2696
nonlethal,30,POC,Male,34.2685,-118.4188
nonlethal,30,POC,Male,34.2562,-118.3588
nonlethal,35,POC,Female,33.9854,-118.3338
nonlethal,18,POC,Female,33.9806,-118.2827
nonlethal,25,POC,Male,33.9492,-118.2855
nonlethal,18,POC,Male,33.9774,-118.2783
nonlethal,35,POC,Female,33.9833,-118.2696
lethal,25,POC,Male,33.9888,-118.2871
nonlethal,20,POC,Female,33.9906,-118.2827
nonlethal,20,POC,Male,33.96,-118.3151
lethal,25,POC,Male,34.0018,-118.2458
nonlethal,15,POC,Male,33.9891,-118.2915
nonlethal,20,POC,Male,33.9737,-118.2856
nonlethal,25,POC,Male,33.9516,-118.2553
nonlethal,35,POC,Male,33.9627,-118.2976
nonlethal,18,POC,Male,34.2718,-118.4096
nonlethal,25,POC,Female,33.9946,-118.3024
nonlethal,25,POC,Male,33.9739,-118.2696
nonlethal,30,POC,Male,33.9876,-118.2838
nonlethal,30,POC,Female,33.9486,-118.3094
nonlethal,30,POC,Male,33.9638,-118.2564
nonlethal,35,POC,Male,34.0233,-118.2697
nonlethal,45,POC,Male,33.947,-118.309
nonlethal,20,POC,Male,33.9793,-118.4664
nonlethal,20,POC,Male,33.9698,-118.2827
nonlethal,20,POC,Male,33.9465,-118.2695
lethal,25,POC,Male,33.967,-118.2695
nonlethal,45,POC,Male,33.9601,-118.287
nonlethal,25,POC,Male,33.9891,-118.3176
nonlethal,15,POC,Male,33.96,-118.3112
nonlethal,30,POC,Male,33.9486,-118.3094
nonlethal,20,POC,Male,33.9688,-118.2846
nonlethal,45,POC,Male,33.96,-118.3047
nonlethal,35,POC,Male,33.9965,-118.283
nonlethal,45,POC,Male,33.9974,-118.2982
nonlethal,35,POC,Male,33.9806,-118.3309
nonlethal,25,POC,Male,33.9852,-118.309
nonlethal,15,POC,Female,34.162,-118.3703
nonlethal,20,POC,Male,33.9669,-118.2783
nonlethal,20,POC,Male,34.0157,-118.2562
nonlethal,18,POC,Male,34.2714,-118.4363
lethal,25,POC,Male,34.2058,-118.3878
nonlethal,30,POC,Male,33.964,-118.2739
nonlethal,25,POC,Male,33.9665,-118.263
nonlethal,30,POC,Male,33.9863,-118.3309
nonlethal,18,POC,Male,34.2755,-118.402
lethal,30,POC,Male,33.9655,-118.2889
lethal,18,POC,Male,34.2821,-118.4236
nonlethal,35,POC,Male,34.019,-118.2329
nonlethal,25,POC,Male,34.0035,-118.2691
nonlethal,20,POC,Male,33.9923,-118.287
nonlethal,35,POC,Male,34.0291,-118.2513
nonlethal,35,POC,Male,34.2012,-118.3905
nonlethal,35,POC,Male,33.9933,-118.2827
nonlethal,18,POC,Male,33.9868,-118.4451
nonlethal,20,POC,Male,33.9792,-118.2917
nonlethal,15,POC,Male,33.9874,-118.2859
nonlethal,15,POC,Male,33.9965,-118.2827
lethal,35,POC,Male,33.9877,-118.2728
nonlethal,30,POC,Male,33.9941,-118.3089
nonlethal,30,POC,Male,33.9824,-118.2827
nonlethal,45,POC,Male,33.9709,-118.3024
nonlethal,30,POC,Female,33.9608,-118.2827
nonlethal,25,POC,Male,33.9881,-118.3309
lethal,35,POC,Male,34.0006,-118.2959
lethal,25,POC,Male,33.9819,-118.2827
nonlethal,30,POC,Male,34.0155,-118.2772
lethal,45,POC,Male,34.0066,-118.2685
nonlethal,25,POC,Male,34.2731,-118.4052
nonlethal,15,POC,Male,34.2012,-118.4094
nonlethal,15,POC,Male,34.0168,-118.2558
nonlethal,30,POC,Male,34.2587,-118.396
nonlethal,35,POC,Female,33.964,-118.2739
lethal,55,POC,Male,33.9951,-118.3089
nonlethal,35,POC,Male,33.979,-118.2783
nonlethal,55,POC,Male,34.1049,-118.1984
nonlethal,25,POC,Male,33.9814,-118.2988
nonlethal,20,POC,Male,33.989,-118.333
nonlethal,30,POC,Male,33.9943,-118.2701
nonlethal,18,POC,Male,33.9679,-118.2714
nonlethal,35,POC,Male,33.9965,-118.283
nonlethal,20,POC,Male,33.9974,-118.2842
nonlethal,35,POC,Male,33.9511,-118.3079
nonlethal,15,POC,Male,33.9886,-118.3307
lethal,35,POC,Male,33.9966,-118.2652
nonlethal,35,POC,Male,33.96,-118.3052
nonlethal,20,POC,Male,34.0016,-118.242
lethal,18,POC,Male,33.9655,-118.2833
lethal,20,POC,Male,33.9974,-118.2842
nonlethal,20,POC,Female,34.0332,-118.2477
nonlethal,20,POC,Male,33.9819,-118.2827
nonlethal,35,POC,Male,33.9622,-118.285
lethal,30,POC,Male,34.012,-118.2728
lethal,25,POC,Male,33.9418,-118.309
nonlethal,25,POC,Male,34.0138,-118.2653
nonlethal,30,POC,Male,33.9892,-118.3089
nonlethal,30,POC,Male,33.9782,-118.2871
lethal,30,POC,Male,34.2685,-118.4188
nonlethal,20,POC,Female,33.9729,-118.4595
nonlethal,20,POC,Male,33.979,-118.2814
nonlethal,20,POC,Female,33.9923,-118.3089
nonlethal,30,POC,Male,33.9784,-118.263
nonlethal,30,POC,Male,33.9237,-118.2596
nonlethal,15,POC,Male,34.2641,-118.4052
nonlethal,18,POC,Male,33.9746,-118.3078
nonlethal,20,POC,Male,34.0189,-118.2481
nonlethal,35,POC,Male,33.947,-118.309
nonlethal,25,POC,Male,34.2523,-118.2859
nonlethal,20,POC,Female,33.9747,-118.2827
lethal,30,POC,Male,33.995,-118.2872
nonlethal,30,POC,Male,34.0349,-118.2436
nonlethal,30,POC,Male,34.023,-118.3992
nonlethal,20,POC,Male,34.1758,-118.3746
nonlethal,25,POC,Male,33.9806,-118.2696
nonlethal,45,POC,Female,33.9545,-118.3145
lethal,25,White,Male,34.028,-118.2322
lethal,25,POC,Male,34.0289,-118.2686
nonlethal,25,POC,Male,33.9624,-118.2907
nonlethal,18,POC,Male,33.9729,-118.4595
nonlethal,20,POC,Male,34.2741,-118.4201
lethal,35,POC,Male,33.9714,-118.2871
nonlethal,30,POC,Male,33.9655,-118.2914
lethal,55,POC,Male,33.9637,-118.3025
nonlethal,18,POC,Male,34.0241,-118.2573
nonlethal,25,POC,Male,33.9818,-118.4682
lethal,20,POC,Male,33.9976,-118.467
nonlethal,35,POC,Male,33.9624,-118.2871
nonlethal,25,POC,Male,33.992,-118.2542
nonlethal,18,POC,Male,33.9731,-118.3304
nonlethal,18,POC,Male,33.9512,-118.309
nonlethal,20,POC,Male,33.9806,-118.3309
nonlethal,55,POC,Male,34.0221,-118.2527
lethal,45,POC,Male,33.9745,-118.3309
lethal,45,POC,Female,33.9925,-118.2593
nonlethal,30,POC,Male,33.9932,-118.3182
nonlethal,15,POC,Female,33.9665,-118.2651
nonlethal,45,POC,Female,33.9833,-118.2696
nonlethal,35,POC,Male,33.96,-118.3003
nonlethal,25,POC,Male,33.9675,-118.2564
nonlethal,25,POC,Male,34.208,-118.4009
nonlethal,25,POC,Male,34.0188,-118.273
nonlethal,25,POC,Male,33.9783,-118.2838
nonlethal,20,POC,Female,33.9965,-118.2827
nonlethal,30,POC,Male,33.9806,-118.3309
nonlethal,25,POC,Male,33.9611,-118.2871
lethal,30,POC,Male,33.9954,-118.2432
nonlethal,35,POC,Male,34.0035,-118.2691
nonlethal,30,POC,Male,34.0349,-118.2436
nonlethal,30,POC,Female,34.228,-118.3662
nonlethal,25,POC,Male,34.1939,-118.3887
nonlethal,55,POC,Female,33.9711,-118.2917
nonlethal,30,POC,Male,33.998,-118.2842
nonlethal,20,POC,Male,34.0078,-118.2636
nonlethal,65,POC,Male,33.9261,-118.2739
nonlethal,25,POC,Female,33.9793,-118.4664
nonlethal,30,POC,Female,34.1157,-118.1942
nonlethal,35,POC,Male,33.9916,-118.2564
lethal,45,POC,Male,33.9664,-118.3003
nonlethal,30,POC,Male,34.2803,-118.4128
nonlethal,18,POC,Female,34.006,-118.2513
nonlethal,45,White,Male,33.9926,-118.4787
nonlethal,25,POC,Male,33.9993,-118.2499
nonlethal,18,POC,Male,33.9656,-118.2827
nonlethal,30,POC,Female,33.9646,-118.3047
nonlethal,25,POC,Female,33.9822,-118.2915
nonlethal,20,POC,Male,34.0052,-118.2685
nonlethal,45,POC,Male,34.0102,-118.2636
lethal,25,POC,Female,33.9988,-118.2827
nonlethal,30,POC,Female,33.993,-118.2412
nonlethal,30,POC,Male,33.9632,-118.2827
lethal,45,POC,Male,33.9876,-118.2838
nonlethal,15,POC,Male,34.2717,-118.4012
nonlethal,55,POC,Male,33.9818,-118.3265
nonlethal,35,POC,Male,34.2142,-118.3618
nonlethal,25,POC,Female,33.9842,-118.2718
nonlethal,25,POC,Male,34.2302,-118.4062
nonlethal,30,POC,Male,34.1867,-118.4052
nonlethal,25,POC,Male,33.9933,-118.2783
nonlethal,30,POC,Female,33.9756,-118.2783
lethal,65,POC,Male,34.145,-118.3706
nonlethal,35,POC,Male,34.2756,-118.5011
lethal,20,POC,Male,33.9873,-118.3225
nonlethal,25,POC,Male,34.0017,-118.2979
nonlethal,35,POC,Male,33.983,-118.2827
nonlethal,30,POC,Male,34.2103,-118.366
nonlethal,30,POC,Male,33.9655,-118.2889
nonlethal,20,POC,Male,33.9465,-118.2379
nonlethal,20,POC,Female,33.9995,-118.2893
nonlethal,20,POC,Male,33.9854,-118.3294
nonlethal,35,POC,Male,33.991,-118.3089
nonlethal,35,POC,Male,34.0006,-118.2959
nonlethal,35,POC,Male,33.9916,-118.2564
nonlethal,45,POC,Male,33.9834,-118.2696
nonlethal,20,POC,Male,33.985,-118.2981
nonlethal,25,POC,Male,33.9933,-118.3138
lethal,45,POC,Male,33.995,-118.3126
nonlethal,25,POC,Male,33.9978,-118.2909
nonlethal,25,POC,Male,33.983,-118.2827
nonlethal,20,POC,Male,33.9292,-118.2349
nonlethal,20,POC,Male,33.9921,-118.3108
nonlethal,25,POC,Male,33.9608,-118.2994
lethal,15,POC,Male,33.947,-118.309
lethal,30,POC,Male,33.9655,-118.2877
nonlethal,20,POC,Male,33.9883,-118.2859
nonlethal,45,POC,Male,33.9637,-118.3025
lethal,45,POC,Male,33.9656,-118.2651
nonlethal,25,POC,Male,33.9428,-118.2781
nonlethal,20,POC,Female,34.0065,-118.2775
lethal,45,POC,Male,33.9778,-118.2959
nonlethal,20,POC,Female,33.9691,-118.3025
nonlethal,18,POC,Male,33.971,-118.3003
nonlethal,15,POC,Male,34.2348,-118.395
nonlethal,15,POC,Male,33.9632,-118.2827
nonlethal,25,White,Male,34.2504,-118.5233
lethal,45,POC,Male,34.1157,-118.1942
nonlethal,18,POC,Female,33.9643,-118.2837
lethal,45,POC,Male,34.0189,-118.2481
nonlethal,45,POC,Male,33.9627,-118.2916
nonlethal,35,POC,Male,33.9746,-118.309
nonlethal,35,POC,Male,33.9938,-118.2424
nonlethal,45,POC,Male,33.9599,-118.3793
nonlethal,35,POC,Male,34.0028,-118.242
nonlethal,30,White,Male,33.9867,-118.3002
nonlethal,35,POC,Male,33.9797,-118.2739
nonlethal,20,POC,Male,33.9883,-118.3024
nonlethal,25,POC,Male,34.2178,-118.373
nonlethal,20,POC,Male,33.9964,-118.2872
nonlethal,18,POC,Male,34.2928,-118.4144
nonlethal,35,POC,Male,33.9824,-118.2789
nonlethal,30,POC,Male,33.9819,-118.2827
nonlethal,20,POC,Male,34.1225,-118.1818
nonlethal,20,POC,Male,33.9982,-118.3002
nonlethal,30,POC,Male,33.9655,-118.2889
nonlethal,20,POC,Female,33.9931,-118.3309
nonlethal,35,POC,Male,33.9978,-118.2915
lethal,35,POC,Male,33.9976,-118.467
nonlethal,20,POC,Male,33.9819,-118.2827
nonlethal,30,POC,Male,33.9655,-118.2889
nonlethal,20,POC,Male,33.9741,-118.3713
nonlethal,20,POC,Male,33.9746,-118.3294
nonlethal,35,POC,Female,33.9932,-118.3002
nonlethal,35,POC,Female,34.1922,-118.3997
nonlethal,45,POC,Male,33.96,-118.3047
lethal,30,POC,Female,34.0211,-118.274
nonlethal,25,POC,Male,33.9646,-118.309
lethal,30,POC,Male,33.9664,-118.3025
nonlethal,18,POC,Male,33.9863,-118.3378
nonlethal,25,POC,Male,33.9601,-118.2717
nonlethal,30,POC,Male,34.0167,-118.4183
nonlethal,45,POC,Male,33.9708,-118.2761
nonlethal,30,POC,Male,33.9718,-118.309
nonlethal,18,POC,Male,33.9636,-118.2877
nonlethal,20,POC,Male,34.1412,-118.3681
nonlethal,30,POC,Male,33.9527,-118.3057
nonlethal,20,POC,Male,33.9969,-118.3089
nonlethal,35,POC,Male,34.2663,-118.4328
nonlethal,25,POC,Male,33.9923,-118.3089
lethal,25,POC,Male,34.194,-118.3695
nonlethal,45,POC,Male,34.271,-118.3973
nonlethal,35,POC,Male,34.0332,-118.2477
lethal,20,POC,Male,34.2898,-118.4113
lethal,30,POC,Male,33.9757,-118.3294
nonlethal,20,POC,Male,34.2801,-118.4278
nonlethal,18,POC,Male,34.0016,-118.242
nonlethal,45,POC,Female,33.9906,-118.2827
nonlethal,45,POC,Male,33.9974,-118.2783
nonlethal,30,POC,Male,34.1556,-118.3763
nonlethal,45,POC,Male,34.1903,-118.3921
nonlethal,30,POC,Male,34.088,-118.295
nonlethal,20,POC,Male,33.9331,-118.2522
nonlethal,25,POC,Male,33.931,-118.2861
nonlethal,25,POC,Male,34.0446,-118.3003
nonlethal,35,POC,Male,33.8808,-118.2869
nonlethal,25,POC,Male,33.9389,-118.2336
nonlethal,35,POC,Female,33.9481,-118.243
lethal,55,POC,Female,34.1602,-118.6299
lethal,25,POC,Male,33.9538,-118.2586
nonlethal,18,POC,Male,34.2346,-118.4649
nonlethal,35,POC,Male,33.931,-118.2791
nonlethal,25,POC,Male,33.9432,-118.2462
nonlethal,18,POC,Female,33.9567,-118.2827
nonlethal,30,POC,Male,34.2454,-118.4505
nonlethal,35,POC,Male,33.9383,-118.263
nonlethal,65,POC,Male,33.934,-118.244
nonlethal,30,POC,Male,34.2337,-118.4553
nonlethal,35,POC,Male,34.0526,-118.301
nonlethal,45,POC,Male,33.8927,-118.283
nonlethal,15,POC,Male,34.3115,-118.4388
nonlethal,25,POC,Female,33.9601,-118.2782
lethal,35,POC,Male,33.9374,-118.2826
lethal,25,POC,Male,34.2152,-118.451
nonlethal,35,POC,Male,33.9538,-118.2586
nonlethal,35,POC,Male,33.9538,-118.2586
lethal,20,POC,Male,33.946,-118.243
nonlethal,20,POC,Male,33.9231,-118.2544
lethal,35,POC,Male,33.9305,-118.2349
nonlethal,25,POC,Male,33.9449,-118.2368
nonlethal,65,POC,Male,33.9431,-118.2326
nonlethal,35,White,Male,34.2047,-118.5994
nonlethal,25,POC,Male,33.9518,-118.2554
nonlethal,15,POC,Male,34.2281,-118.4264
nonlethal,20,POC,Male,33.9237,-118.2739
nonlethal,30,White,Male,34.1974,-118.6003
nonlethal,25,POC,Male,33.946,-118.243
nonlethal,18,POC,Male,33.9429,-118.2739
nonlethal,25,POC,Male,34.0577,-118.2998
nonlethal,25,POC,Male,34.0524,-118.2854
nonlethal,10,POC,Female,33.9456,-118.2739
nonlethal,25,POC,Male,33.9431,-118.2349
nonlethal,35,POC,Male,33.9543,-118.2788
lethal,35,POC,Male,33.989,-118.333
nonlethal,20,POC,Male,33.9431,-118.2391
nonlethal,18,POC,Male,33.9374,-118.2673
lethal,35,White,Male,34.0099,-118.3446
nonlethal,25,POC,Male,33.9237,-118.2544
nonlethal,25,POC,Male,33.947,-118.2462
nonlethal,20,POC,Male,33.9502,-118.2739
nonlethal,30,POC,Female,33.9601,-118.2782
nonlethal,25,POC,Male,34.2354,-118.4535
nonlethal,20,POC,Male,34.2702,-118.4511
nonlethal,65,POC,Male,33.933,-118.2652
nonlethal,20,POC,Male,33.9449,-118.2367
nonlethal,15,POC,Male,33.947,-118.2462
nonlethal,30,White,Male,33.9446,-118.2875
lethal,25,POC,Male,34.1683,-118.5787
nonlethal,35,POC,Male,34.2773,-118.4495
nonlethal,20,POC,Female,33.9518,-118.2554
nonlethal,20,POC,Female,33.9492,-118.2827
nonlethal,35,POC,Female,33.9746,-118.3137
lethal,25,POC,Male,34.0725,-118.3153
lethal,20,POC,Male,34.0418,-118.3134
lethal,35,POC,Male,33.9433,-118.2608
nonlethal,25,POC,Female,33.9373,-118.2609
nonlethal,35,POC,Male,34.0555,-118.3143
nonlethal,30,POC,Male,33.9511,-118.2717
nonlethal,25,POC,Female,34.2725,-118.464
nonlethal,35,POC,Male,33.9326,-118.2652
nonlethal,25,POC,Male,33.9501,-118.2739
nonlethal,20,POC,Male,34.3102,-118.4402
nonlethal,25,POC,Female,33.9467,-118.2871
nonlethal,30,POC,Male,34.0997,-118.3148
nonlethal,20,POC,Female,33.9547,-118.2564
nonlethal,20,POC,Male,33.9556,-118.2717
nonlethal,18,POC,Female,33.9547,-118.2739
nonlethal,30,POC,Male,34.0618,-118.2899
lethal,30,POC,Male,34.2148,-118.5404
nonlethal,20,POC,Male,33.9567,-118.2827
nonlethal,45,POC,Male,33.9473,-118.2652
lethal,25,POC,Male,33.9237,-118.2739
lethal,20,POC,Male,33.9437,-118.2462
lethal,35,POC,Male,34.2319,-118.4633
nonlethal,30,POC,Male,33.9373,-118.2609
nonlethal,15,POC,Male,33.9449,-118.2332
nonlethal,55,POC,Female,33.9231,-118.2557
nonlethal,30,POC,Male,33.9261,-118.2739
nonlethal,35,POC,Male,33.9502,-118.2608
nonlethal,20,POC,Male,33.9382,-118.287
nonlethal,20,POC,Female,33.9572,-118.2782
nonlethal,30,POC,Male,34.3088,-118.4353
lethal,45,White,Male,34.0653,-118.3183
lethal,30,POC,Female,34.0555,-118.3143
nonlethal,20,POC,Male,33.9456,-118.2789
nonlethal,35,POC,Male,33.9334,-118.235
nonlethal,20,POC,Male,33.9164,-118.2916
nonlethal,35,POC,Male,34.2471,-118.4482
nonlethal,20,POC,Male,34.2283,-118.4677
nonlethal,25,POC,Male,33.9602,-118.2564
nonlethal,20,POC,Male,34.0672,-118.3116
lethal,20,POC,Male,34.3076,-118.4497
nonlethal,35,POC,Male,33.9373,-118.2916
nonlethal,35,POC,Male,33.9455,-118.2609
nonlethal,30,POC,Female,33.931,-118.2516
lethal,45,POC,Male,33.9345,-118.2329
lethal,20,POC,Male,34.0799,-118.3068
nonlethal,20,POC,Male,33.9367,-118.2871
nonlethal,55,POC,Male,33.9465,-118.2717
nonlethal,35,POC,Male,33.9587,-118.2782
nonlethal,20,POC,Male,33.9506,-118.2419
nonlethal,30,POC,Female,33.9431,-118.2826
nonlethal,35,POC,Male,33.9406,-118.2338
nonlethal,18,POC,Male,33.9383,-118.2652
nonlethal,20,POC,Female,33.956,-118.2772
nonlethal,25,POC,Male,34.0799,-118.3068
nonlethal,18,POC,Male,33.9247,-118.2717
lethal,35,POC,Male,33.9237,-118.2544
nonlethal,25,POC,Male,33.9237,-118.2596
lethal,5,POC,Female,33.95,-118.249
nonlethal,30,POC,Male,33.947,-118.2684
nonlethal,55,POC,Female,33.9231,-118.2557
nonlethal,20,POC,Male,33.9492,-118.2435
lethal,35,POC,Male,33.9415,-118.2911
lethal,18,POC,Male,33.9565,-118.2695
nonlethal,45,POC,Male,33.9297,-118.2335
lethal,35,POC,Female,33.9176,-118.2828
nonlethal,20,POC,Male,33.9237,-118.2596
nonlethal,35,POC,Male,34.2083,-118.6082
nonlethal,18,POC,Male,33.9321,-118.2532
nonlethal,25,POC,Female,33.9424,-118.2848
nonlethal,25,POC,Male,33.9465,-118.2717
nonlethal,55,POC,Male,33.96,-118.2876
nonlethal,18,POC,Male,34.2281,-118.4264
